loss,val_loss
0.341129332780838,0.1867712140083313
0.25045037269592285,0.12003681808710098
0.18339774012565613,0.06444695591926575
0.1303098350763321,0.02563026361167431
0.08683860301971436,0.004545890260487795
0.05963001027703285,0.0030920852441340685
0.0645037442445755,0.01601741462945938
0.07462035119533539,0.02615468204021454
0.08250991255044937,0.025119304656982422
0.07911191135644913,0.016032855957746506
0.07346481084823608,0.0076731126755476
0.0638502761721611,0.003138990141451359
0.062073949724435806,0.0013182228431105614
0.06016550213098526,0.0013122030068188906
0.06065567955374718,0.001722413580864668
0.06218264624476433,0.0021372023038566113
0.0625290498137474,0.0020110313780605793
0.062332041561603546,0.0017431164160370827
0.06130008026957512,0.0012287176214158535
0.0612160824239254,0.0011539452243596315
0.05869251489639282,0.0014859831426292658
0.05844418331980705,0.002333535812795162
0.05853461101651192,0.003380082082003355
0.05843334272503853,0.00406012823805213
0.05863875895738602,0.004255860112607479
0.058521024882793427,0.004207901190966368
0.05843297392129898,0.0034353085793554783
0.05798719450831413,0.0028028669767081738
0.057013966143131256,0.002617492340505123
0.05672840029001236,0.0023072571493685246
